City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,port mathurin,-19.6833,63.4167,24.04,79,6,7.28,MU,1689251502
297,lazaro cardenas,17.9583,-102.2,25.74,84,23,1.81,MX,1689251503
298,howrah,22.5892,88.3103,32.0,14,75,5.14,IN,1689251503
299,podporozh'ye,60.9112,34.1706,14.81,84,100,0.46,RU,1689251504
300,gamboma,-1.8764,15.8644,35.88,20,2,2.43,CG,1689251504
301,zouerate,22.7187,-12.4521,46.37,5,5,7.55,MR,1689251505
302,ambodifotatra,-16.9833,49.85,23.88,72,95,12.06,MG,1689251505
303,manismata,-2.4667,111.0333,24.36,88,100,1.26,ID,1689251506
304,kingston,17.997,-76.7936,29.02,80,20,2.06,JM,1689251308
305,chake chake,-5.2459,39.7666,26.01,65,98,7.15,TZ,1689251507
306,luganville,-15.5333,167.1667,24.09,80,99,5.69,VU,1689251508
307,qaqortoq,60.7167,-46.0333,6.85,79,18,3.11,GL,1689251508
308,coxim,-18.5067,-54.76,26.88,35,100,3.26,BR,1689251509
309,alice springs,-23.7,133.8833,8.75,71,0,0.0,AU,1689251509
310,awjilah,29.1081,21.2869,36.68,15,0,4.89,LY,1689251510
311,lorengau,-2.0226,147.2712,27.44,80,35,4.81,PG,1689251511
312,caluula,11.9661,50.7569,29.52,74,5,4.53,SO,1689251511
313,usinsk,65.9939,57.5281,21.02,46,100,7.78,RU,1689251512
314,ust-tsilma,65.441,52.1498,15.95,81,88,2.72,RU,1689251277
315,magdagachi,53.45,125.8,22.59,45,10,3.21,RU,1689251513
316,lagunas,-5.2269,-75.6753,26.12,73,11,1.08,PE,1689251513
317,sechura,-5.5569,-80.8222,22.06,76,59,3.99,PE,1689251514
318,ashland,40.8167,-82.2665,23.98,86,51,6.0,US,1689251515
319,khabarovsk,48.4808,135.0928,18.89,88,0,0.0,RU,1689251231
320,pathein,16.7833,94.7333,26.55,89,100,2.82,MM,1689251516
321,opuwo,-18.0607,13.84,22.87,15,0,3.04,NA,1689251516
322,scarborough,54.2797,-0.4044,21.07,56,18,1.34,GB,1689251300
323,singaraja,-8.112,115.0882,25.58,83,55,2.76,ID,1689251517
324,lata,40.1629,-8.3327,28.6,45,6,3.99,PT,1689251518
325,burang,30.25,81.1667,10.93,84,100,1.71,CN,1689251518
326,kudahuvadhoo,2.6708,72.8944,28.23,73,8,1.91,MV,1689251519
327,filadelfia,39.9523,-75.1638,26.7,85,75,3.09,US,1689251236
328,plettenberg bay,-34.0527,23.3716,16.7,62,0,3.82,ZA,1689251520
329,salinopolis,-0.6136,-47.3561,28.37,74,3,4.92,BR,1689251520
330,kiruna,67.8557,20.2251,16.51,67,100,7.2,SE,1689251521
331,crane,31.3974,-102.3501,27.04,58,34,5.67,US,1689251521
332,fort-shevchenko,44.5086,50.263,25.04,58,2,6.33,KZ,1689251522
333,sao miguel do araguaia,-13.275,-50.1628,31.48,24,0,2.49,BR,1689251523
334,ozimek,50.6794,18.2137,20.56,85,100,1.3,PL,1689251523
335,new norfolk,-42.7826,147.0587,13.84,55,100,3.87,AU,1689251524
336,puerto deseado,-47.7503,-65.8938,3.85,87,100,5.21,AR,1689251524
337,calipatria,33.1256,-115.5142,33.27,39,70,2.14,US,1689251525
338,kangding,30.0513,101.9603,17.23,99,100,2.13,CN,1689251526
339,manoharpur,27.3,75.95,32.06,57,73,5.28,IN,1689251526
340,sanming,26.2486,117.6186,29.05,66,100,1.35,CN,1689251527
341,gizo,-8.103,156.8419,26.8,82,100,6.79,SB,1689251527
342,banjar,-8.19,114.9675,24.16,89,31,2.94,ID,1689251528
343,rumonge,-3.9736,29.4386,26.67,50,4,2.11,BI,1689251529
344,kapuskasing,49.4169,-82.4331,14.05,88,40,1.03,CA,1689251529
345,aral,40.5156,81.2636,35.82,15,0,4.52,CN,1689251530
346,bardai,11.65,7.2333,32.64,40,58,2.06,NG,1689251530
347,kristiansund,63.1115,7.732,16.03,77,75,2.57,NO,1689251531
348,ji'an,27.1172,114.9793,31.65,53,100,2.13,CN,1689251532
349,sirte,31.2089,16.5887,28.73,52,0,5.6,LY,1689251533
350,thu dau mot,10.9667,106.65,28.03,94,75,1.03,VN,1689251534
351,adam,22.3756,57.5233,42.5,19,100,3.41,OM,1689251534
352,bubaque,11.2833,-15.8333,27.78,78,35,3.2,GW,1689251535
353,praia da vitoria,38.7333,-27.0667,24.14,78,40,6.44,PT,1689251535
354,enriquillo,17.9,-71.2333,25.82,86,100,5.67,DO,1689251536
355,bengkulu,-3.8004,102.2655,26.44,78,91,4.17,ID,1689251296
356,bria,6.5423,21.9863,30.75,58,13,1.14,CF,1689251537
357,kerikeri,-35.2268,173.9474,11.62,92,10,1.34,NZ,1689251537
358,susz,53.7174,19.3365,24.84,55,100,2.99,PL,1689251538
359,siwa oasis,29.2041,25.5195,36.24,11,2,3.91,EG,1689251538
360,albertina,-22.2008,-46.6158,21.15,42,71,5.48,BR,1689251539
361,salekhard,66.53,66.6019,16.46,35,0,4.36,RU,1689251540
362,al jawf,29.5,38.75,40.49,9,0,4.82,SA,1689251540
363,salinas,36.6777,-121.6555,14.45,93,100,2.57,US,1689251332
364,taroa,8.7058,171.2275,28.15,78,16,7.0,MH,1689251541
365,east ballina,-28.8667,153.5833,11.56,73,0,1.78,AU,1689251542
366,santiago de cao,-7.9589,-79.2392,22.07,83,100,2.06,PE,1689251542
367,novo aripuana,-5.1206,-60.3797,30.05,53,60,1.07,BR,1689251543
368,bijar,35.8668,47.6051,34.09,14,0,6.43,IR,1689251543
369,mejit,10.2753,170.8646,28.3,75,12,8.19,MH,1689251544
370,gali,42.6265,41.7381,26.8,45,0,2.38,GE,1689251545
371,noumea,-22.2763,166.4572,21.67,99,100,9.7,NC,1689251408
372,mossel bay,-34.1831,22.146,17.96,71,0,5.02,ZA,1689251546
373,yaren,-0.5472,166.916,27.97,73,100,0.25,NR,1689251547
374,ouani,-12.1322,44.4258,25.48,74,84,7.52,KM,1689251547
375,bangor,54.6534,-5.669,18.73,52,40,4.63,GB,1689251548
376,mont-laurier,46.5501,-75.4993,16.79,95,100,1.82,CA,1689251548
377,pontian kechil,1.4866,103.3896,29.44,83,94,1.67,MY,1689251549
378,saipan,15.1355,145.701,28.39,100,0,4.63,MP,1689251550
379,tabuk,17.4189,121.4443,24.33,95,100,1.7,PH,1689251550
380,ghatanji,20.1333,78.3167,27.86,79,92,3.56,IN,1689251551
381,kalevala,65.2,31.1667,17.52,50,100,3.67,RU,1689251551
382,sisimiut,66.9395,-53.6735,7.42,88,100,3.42,GL,1689251552
383,petauke,-14.2426,31.3253,20.4,40,88,4.43,ZM,1689251553
384,guarapari,-20.6667,-40.4975,26.61,48,0,5.29,BR,1689251554
385,cole harbour,44.6724,-63.4751,23.66,92,20,2.06,CA,1689251555
386,revda,56.801,59.9303,19.99,45,78,3.32,RU,1689251555
387,kiffa,16.6166,-11.4045,40.19,22,20,5.59,MR,1689251556
388,opoczno,51.3757,20.2783,19.25,78,100,1.67,PL,1689251556
389,tidjikja,18.5564,-11.4271,39.98,15,2,0.34,MR,1689251557
390,sibiti,-3.6819,13.3499,33.2,27,2,2.27,CG,1689251557
391,hudiksvall,61.729,17.1036,20.49,55,80,4.17,SE,1689251558
392,xai-xai,-25.0519,33.6442,20.47,53,50,3.35,MZ,1689251558
393,dikhil,11.5,42.1667,39.89,13,10,0.87,DJ,1689251559
394,quzhou,28.9594,118.8686,29.39,67,100,0.22,CN,1689251560
395,craig,40.5153,-107.5464,13.79,71,0,0.0,US,1689251560
396,auburn,47.3073,-122.2284,14.67,91,20,0.0,US,1689251380
397,mount pearl,47.5166,-52.7813,19.19,81,75,5.14,CA,1689251561
398,akureyri,65.6835,-18.0878,6.96,81,75,6.69,IS,1689251563
399,oum hadjer,13.2954,19.6966,32.75,40,83,1.23,TD,1689251563
400,argo,37.6333,22.7333,37.66,23,0,2.29,GR,1689251564
401,kisangani,0.5167,25.2,27.15,72,95,1.02,CD,1689251564
402,newport,51.5877,-2.9984,20.62,76,39,8.41,GB,1689251562
403,haiku-pauwela,20.9219,-156.3051,24.47,78,0,3.6,US,1689251565
404,masaya sur,16.497,121.7456,24.2,97,100,0.43,PH,1689251566
405,turabah,21.2141,41.6331,39.86,9,100,3.33,SA,1689251566
406,remire-montjoly,4.9167,-52.2667,27.02,83,20,1.03,GF,1689251284
407,marsa alam,25.0757,34.8918,34.27,47,10,6.38,EG,1689251568
408,boende,-0.2167,20.8667,31.25,51,100,0.79,CD,1689251568
409,jiuquan,39.7432,98.5174,25.16,22,52,5.06,CN,1689251569
410,rajanpur,29.1035,70.325,44.12,17,0,4.93,PK,1689251570
411,cambria,35.5641,-121.0808,17.21,70,0,1.59,US,1689251570
412,antigonish,45.6169,-61.9986,21.12,99,2,0.45,CA,1689251343
413,rikaze,29.25,88.8833,21.61,37,76,4.43,CN,1689251571
414,marsh harbour,26.5412,-77.0636,28.8,75,100,2.73,BS,1689251572
415,san antonio de pale,-1.4014,5.6325,24.09,86,12,4.54,GQ,1689251573
416,veinticinco de mayo,-35.4323,-60.1727,4.43,86,100,2.24,AR,1689251573
417,aasiaat,68.7098,-52.8699,3.34,93,92,2.31,GL,1689251574
418,lyozna,55.0249,30.7956,22.05,67,99,4.87,BY,1689251574
419,timbuktu,16.7735,-3.0074,39.95,21,98,5.01,ML,1689251575
420,juneau,58.3019,-134.4197,14.01,93,75,0.0,US,1689251575
421,ust'-ilimsk,58.0006,102.6619,18.9,43,100,3.4,RU,1689251500
422,port-vila,-17.7338,168.3219,20.78,83,100,5.14,VU,1689251577
423,pacific grove,36.6177,-121.9166,12.82,95,75,1.54,US,1689251577
424,mandalgovi,45.7625,106.2708,15.29,74,100,8.52,MN,1689251578
425,porto velho,-8.7619,-63.9039,26.03,94,0,0.51,BR,1689251578
426,san patricio,28.017,-97.5169,28.92,83,27,5.47,US,1689251579
427,dapa,9.7594,126.0531,25.78,91,100,3.09,PH,1689251579
428,road town,18.4167,-64.6167,30.05,74,40,7.2,VG,1689251580
429,portland,45.5234,-122.6762,16.53,80,0,0.89,US,1689251447
430,aldan,58.6031,125.3894,9.24,97,32,0.55,RU,1689251581
431,east london,-33.0153,27.9116,20.52,60,20,3.09,ZA,1689251581
432,naze,28.3667,129.4833,27.51,83,8,5.78,JP,1689251582
433,makokou,0.5738,12.8642,30.64,50,90,1.1,GA,1689251583
434,cockburn town,21.4612,-71.1419,27.78,82,66,8.24,TC,1689251373
435,urumqi,43.801,87.6005,33.53,16,0,3.0,CN,1689251584
436,koulamoutou,-1.1303,12.4736,26.21,30,1,0.7,GA,1689251584
437,tazovsky,67.4667,78.7,9.19,59,19,4.63,RU,1689251585
438,keflavik,64.0049,-22.5624,11.95,66,40,10.29,IS,1689251585
439,acarau,-2.8856,-40.12,29.77,58,0,6.39,BR,1689251521
440,hamilton,39.1834,-84.5333,25.41,90,75,2.57,US,1689251319
441,oriximina,-1.7656,-55.8661,29.18,58,87,1.79,BR,1689251587
442,contamana,-7.3333,-75.0167,26.9,66,3,1.02,PE,1689251588
443,pinki,56.9419,23.9108,24.01,50,40,3.6,LV,1689251588
444,pangody,65.85,74.4859,15.06,39,6,3.53,RU,1689251550
445,sawakin,19.1059,37.3321,40.25,29,100,5.26,SD,1689251589
446,mel'nikovo,56.5558,84.085,28.62,66,13,0.91,RU,1689251590
447,makum,27.5,95.45,23.8,100,100,1.51,IN,1689251590
448,el porvenir,13.7617,-87.3458,23.63,79,82,2.45,HN,1689251591
449,olavarria,-36.8927,-60.3225,3.41,80,72,3.09,AR,1689251592
450,leibnitz,46.7816,15.5384,25.58,87,100,0.89,AT,1689251593
451,tengrela,10.4869,-6.4097,32.45,48,84,3.08,CI,1689251593
452,klyuchi,52.2667,79.1667,28.62,41,92,9.69,RU,1689251594
453,mugumu,-1.85,34.7,26.11,34,92,1.76,TZ,1689251594
454,lib,8.3122,167.3766,28.56,79,21,7.05,MH,1689251595
455,hadibu,12.65,54.0333,27.75,63,36,10.58,YE,1689251595
456,olindina,-11.3667,-38.3333,26.01,63,3,2.38,BR,1689251596
457,vel'sk,61.0701,42.0983,15.12,80,100,2.69,RU,1689251597
458,khandyga,62.6667,135.6,15.9,64,13,2.81,RU,1689251597
459,labytnangi,66.6572,66.4183,16.47,37,1,4.35,RU,1689251598
460,san rafael del sur,11.8485,-86.4384,24.54,76,11,5.64,NI,1689251598
461,codrington,-38.2667,141.9667,11.5,58,100,9.26,AU,1689251599
462,rurrenabaque,-14.4413,-67.5278,22.94,100,40,1.54,BO,1689251599
463,palmer,42.1584,-72.3287,25.82,91,75,1.54,US,1689251600
464,wingham,43.8879,-81.3114,16.52,95,100,5.62,CA,1689251601
465,paita,-5.0892,-81.1144,21.53,81,64,4.75,PE,1689251601
466,nebbi,2.4783,31.0889,27.01,59,25,1.03,UG,1689251602
467,anar darah,32.7587,61.654,41.34,6,0,15.27,AF,1689251602
468,coyhaique,-45.5752,-72.0662,2.34,86,75,1.54,CL,1689251448
469,north las vegas,36.1989,-115.1175,31.68,25,0,11.18,US,1689251581
470,kyzyl-suu,42.3414,78.0056,23.97,42,0,0.82,KG,1689251604
471,kromy,52.6876,35.7667,23.43,48,3,6.64,RU,1689251605
472,johi,26.6921,67.6133,44.79,17,0,3.84,PK,1689251605
473,mirnyy,62.5353,113.9611,12.42,79,100,2.69,RU,1689251606
474,hami,42.8,93.45,34.13,13,0,2.47,CN,1689251379
475,oppdal,62.5943,9.6912,11.4,93,100,1.63,NO,1689251607
476,iquitos,-3.7481,-73.2472,24.02,94,20,0.0,PE,1689251608
477,saldanha,-33.0117,17.9442,25.03,43,3,6.44,ZA,1689251305
478,qamdo,31.1667,97.2333,8.53,77,100,2.26,CN,1689251610
479,dole,47.0833,5.5,28.05,38,0,2.06,FR,1689251610
480,parabel',58.6978,81.4825,24.59,68,32,2.86,RU,1689251604
481,laojunmiao,39.8333,97.7333,22.13,24,39,6.38,CN,1689251274
482,mendefera,14.8872,38.8153,24.98,45,42,5.39,ER,1689251612
483,prince rupert,54.3161,-130.3201,11.83,96,0,2.06,CA,1689251613
484,inhambane,-23.865,35.3833,19.99,73,40,4.12,MZ,1689251613
485,bezhetsk,57.7851,36.6965,11.3,96,100,5.64,RU,1689251614
486,zayukovo,43.6161,43.3339,25.12,64,60,1.7,RU,1689251615
487,riyadh,24.6877,46.7219,43.08,8,29,8.84,SA,1689251328
488,tres arroyos,-38.3739,-60.2798,4.63,74,8,1.7,AR,1689251616
489,fairmont,39.4851,-80.1426,24.94,77,0,3.97,US,1689251616
490,katsina-ala,7.1667,9.2833,30.41,63,100,1.57,NG,1689251617
491,cacapava,-23.1008,-45.7069,24.49,37,0,6.27,BR,1689251617
492,gao,16.6362,1.637,38.56,25,0,3.93,ML,1689251618
493,hinton,53.4001,-117.5857,13.4,77,13,1.87,CA,1689251619
494,nizhniy odes,63.6445,54.856,12.83,96,100,4.58,RU,1689251619
495,tralee,52.2704,-9.7026,16.14,94,100,2.06,IE,1689251620
496,polyarnyy,69.1989,33.4478,19.28,42,100,7.37,RU,1689251293
497,berdigestyakh,62.0989,126.6992,11.35,93,7,1.65,RU,1689251621
498,letterkenny,54.95,-7.7333,16.96,52,87,4.46,IE,1689251621
499,carbonear,47.7332,-53.2148,19.91,87,99,2.21,CA,1689251622
500,nurota,40.5614,65.6886,40.95,9,0,8.65,UZ,1689251622
501,newman,37.3138,-121.0208,19.05,50,0,1.96,US,1689251271
502,santa elena de uairen,4.6167,-61.1333,23.75,71,2,0.4,VE,1689251623
503,pisco,-13.7,-76.2167,19.03,77,100,3.09,PE,1689251624
504,sinabang,2.4803,96.3801,25.59,88,100,7.1,ID,1689251624
505,zabol,32.25,67.25,34.86,5,0,6.13,AF,1689251625
506,karaidel',55.8337,56.9069,20.9,42,100,1.54,RU,1689251625
507,ketchikan,55.3422,-131.6461,12.26,87,0,0.0,US,1689251626
508,kimbe,-5.5502,150.1429,23.85,87,54,3.26,PG,1689251626
509,la ronge,55.1001,-105.2842,14.14,72,75,3.6,CA,1689251627
510,gorlice,49.6556,21.1604,20.15,93,100,3.43,PL,1689251627
511,saint-francois,46.4154,3.9054,24.69,41,0,3.09,FR,1689251628
512,antsiranana,-12.2787,49.2917,29.42,48,20,8.23,MG,1689251628
513,laguna,38.421,-121.4238,20.01,73,0,3.09,US,1689251512
514,fitzgerald,31.7149,-83.2526,25.99,89,40,2.57,US,1689251629
515,passa quatro,-22.3903,-44.9667,24.25,39,0,4.63,BR,1689251630
516,americo brasiliense,-21.7244,-48.1017,24.03,39,0,5.32,BR,1689251630
517,berezovyy,51.6667,135.7,18.93,56,0,1.26,RU,1689251631
518,gembu,6.7,11.2667,20.51,90,100,2.79,NG,1689251631
519,lyantor,61.6195,72.1555,18.75,60,100,5.25,RU,1689251632
520,minas de marcona,-15.2119,-75.1103,12.48,85,65,5.93,PE,1689251633
521,taiyuan,37.8694,112.5603,25.92,41,0,3.0,CN,1689251633
522,whangarei,-35.7317,174.3239,12.69,87,71,3.88,NZ,1689251634
523,ventspils,57.3894,21.5606,19.96,77,40,5.14,LV,1689251634
524,luau,-10.7073,22.2247,30.56,18,0,1.18,AO,1689251635
525,tinajo,29.0788,-13.7081,32.49,43,0,10.8,ES,1689251636
526,kismayo,-0.3582,42.5454,26.8,70,43,9.42,SO,1689251636
527,merizo village,13.2658,144.6691,27.31,94,100,6.0,GU,1689251637
528,chachersk,52.9164,30.9179,23.95,60,60,3.76,BY,1689251637
529,trinidad,-14.8333,-64.9,23.99,83,20,2.06,BO,1689251384
530,pekanbaru,0.5333,101.45,30.18,70,20,2.57,ID,1689251638
531,brooks,50.5834,-111.8851,13.99,84,100,2.06,CA,1689251442
532,taoudenni,22.6783,-3.9836,47.34,5,1,9.81,ML,1689251640
533,st. john's,47.5649,-52.7093,19.66,82,75,5.14,CA,1689251291
534,poshekhon'ye,58.4993,39.1353,11.95,97,100,2.67,RU,1689251641
535,slawno,54.3628,16.6789,21.77,50,51,4.6,PL,1689251641
536,griffith,41.5284,-87.4237,18.92,88,100,3.09,US,1689251642
537,kilindoni,-7.9139,39.6668,25.4,65,100,7.36,TZ,1689251643
538,kokpekty,48.75,82.4,34.51,15,0,3.09,KZ,1689251643
539,charters towers,-20.1,146.2667,17.8,78,50,5.91,AU,1689251644
540,celestun,20.8667,-90.4,26.63,84,6,4.94,MX,1689251644
541,fale old settlement,-9.3852,-171.2468,28.43,71,27,5.65,TK,1689251315
542,juan griego,11.0817,-63.9655,28.17,76,42,6.92,VE,1689251646
543,kapa'a,22.0752,-159.319,26.18,84,20,5.14,US,1689251646
544,angel r. cabada,18.5833,-95.4333,25.06,87,48,1.0,MX,1689251363
545,katsuura,35.1333,140.3,25.59,83,100,6.9,JP,1689251647
546,vorgashor,67.5833,63.95,16.66,41,0,4.26,RU,1689251648
547,maracaibo,10.6317,-71.6406,29.16,72,16,2.27,VE,1689251496
548,matthew town,20.95,-73.6667,28.69,75,6,7.96,BS,1689251649
549,umba,66.6871,34.3429,20.14,37,34,5.25,RU,1689251650
550,uchiza,-8.4592,-76.4633,24.06,66,23,0.29,PE,1689251650
551,vernon,50.2581,-119.2691,15.25,81,10,0.0,CA,1689251650
552,dongola,19.1667,30.4833,43.77,9,0,6.28,SD,1689251280
553,manokwari,-0.8667,134.0833,25.65,84,100,1.83,ID,1689251652
554,kyren,51.6828,102.1408,16.02,84,46,1.17,RU,1689251652
555,wad az zaki,14.4619,32.2065,39.01,19,5,2.35,SD,1689251653
556,tual,-5.6667,132.75,26.23,84,100,8.47,ID,1689251654
557,skovorodino,53.9833,123.9167,16.7,95,100,3.23,RU,1689251654
558,port blair,11.6667,92.75,29.02,74,40,4.12,IN,1689251656
559,homer,59.6425,-151.5483,12.65,93,0,2.68,US,1689251656
560,anloga,5.7947,0.8973,27.06,75,96,3.85,GH,1689251311
561,kailua-kona,19.6406,-155.9956,26.44,86,75,2.57,US,1689251562
562,colonia,50.9333,6.95,24.6,48,20,5.66,DE,1689251593
563,mbaiki,3.8678,17.9892,28.78,62,72,0.91,CF,1689251658
564,jabat,7.75,168.9751,28.34,79,100,7.69,MH,1689251659
565,schelklingen,48.3758,9.7327,25.47,42,99,4.67,DE,1689251660
566,nevel'sk,46.6733,141.8633,13.43,93,100,2.13,RU,1689251660
567,hasaki,35.7333,140.8333,27.34,80,100,1.75,JP,1689251661
568,kayangel,8.0823,134.7173,28.13,74,97,0.99,PW,1689251295
569,kudamatsu,34.0,131.8667,26.98,91,100,0.82,JP,1689251662
570,la paz,-16.5,-68.15,9.76,22,28,2.06,BO,1689251663
571,mount gambier,-37.8333,140.7667,11.16,62,100,6.1,AU,1689251664
572,buta,2.7858,24.73,33.83,43,9,0.6,CD,1689251670
573,gryazi,52.4966,39.9359,20.34,54,100,4.25,RU,1689251603
574,kadi,23.3,72.3333,33.92,51,100,2.49,IN,1689251671
575,holualoa,19.6228,-155.9522,24.37,84,75,2.57,US,1689251671
576,kununurra,-15.7667,128.7333,19.99,64,11,2.57,AU,1689251672
577,bathsheba,13.2167,-59.5167,28.34,89,40,9.26,BB,1689251672
578,verkhovazh'ye,60.7472,42.0465,14.45,82,100,2.52,RU,1689251673
579,novyy urengoy,66.0833,76.6333,14.27,40,6,3.82,RU,1689251674
580,nizhniy ingash,56.2,96.53,20.36,67,68,1.92,RU,1689251674
581,juba,4.8517,31.5825,31.22,49,100,1.26,SS,1689251675
582,saint-pierre,-21.3393,55.4781,24.82,69,100,3.09,RE,1689251675
583,belyy yar,53.6039,91.3903,26.94,57,40,1.0,RU,1689251676
584,nellore,14.4333,79.9667,31.72,56,100,4.41,IN,1689251381
585,nagato,34.3833,131.2,24.99,91,100,3.36,JP,1689251677
586,sidi akkacha,36.4647,1.3026,41.16,33,2,3.41,DZ,1689251678
587,canutama,-6.5339,-64.3831,29.99,53,98,0.58,BR,1689251678
588,ishigaki,24.3448,124.1572,29.07,84,40,4.12,JP,1689251679
589,magnaga,7.1694,125.8931,26.99,86,100,0.59,PH,1689251679
590,qarazhal,48.0078,70.7903,38.35,12,5,5.4,KZ,1689251680
591,nova vicosa,-17.8919,-39.3719,25.89,63,5,4.49,BR,1689251680
592,inari,68.906,27.0288,20.11,47,100,4.4,FI,1689251681
593,shenjiamen,29.9576,122.298,25.51,91,100,9.4,CN,1689251682
594,ciudad acuna,29.3232,-100.9522,29.12,76,0,4.63,MX,1689251682
595,ebermannstadt,49.7822,11.1811,25.93,30,100,4.93,DE,1689251683
